item_id,category,subcategory,item_name,description,unit,unit_price,minimum_quantity,typical_quantity,maximum_quantity,synonyms,requires_dimensions,requires_material_selection,requires_site_verification,clarification_question,confidence_notes,active
GP-166,Planting,Prep,Planting Bed Soil Prep & Amendment,"Excavation, amendment, and preparation of soil within a planting bed prior to installing plant material.",sqft,2.85,50,300,1000,soil prep for plants;bed prep;amend the soil for planting,TRUE,FALSE,TRUE,How many square feet of planting bed need soil preparation?,Medium confidence; typically bundled with a planting package rather than requested separately.,TRUE
GP-167,Fencing & Gates,Fence,View Fence - Wrought Iron Style,Installation of a powder-coated tubular steel view fence for pool code compliance or property lines.,linear_ft,85.0,20,100,400,view fence;wrought iron fence;iron fencing;pool fence,TRUE,TRUE,TRUE,"How many linear feet of view fence are needed, and what height?","High confidence when notes mention a see-through, iron-style, or pool safety fence.",TRUE
GP-168,Fencing & Gates,Fence,Privacy Fence - Wood,Installation of a wood privacy fence with posts set in concrete.,linear_ft,58.0,20,100,400,wood fence;wood privacy fence;wooden fencing,TRUE,TRUE,TRUE,"How many linear feet of wood fence are needed, and what height?",High confidence when notes mention a wood or wooden privacy fence.,TRUE
GP-169,Fencing & Gates,Fence,Privacy Fence - Vinyl,Installation of a low-maintenance vinyl privacy fence with posts set in concrete.,linear_ft,72.0,20,100,400,vinyl fence;pvc fence;vinyl privacy fence,TRUE,TRUE,TRUE,"How many linear feet of vinyl fence are needed, and what height?",High confidence when notes mention a vinyl or PVC privacy fence.,TRUE
GP-170,Fencing & Gates,Fence,Block Wall Fence,Construction of a masonry block wall serving as a property line fence.,linear_ft,95.0,20,100,400,block fence;cinder block wall;masonry fence;cmu wall,TRUE,TRUE,TRUE,"How many linear feet of block wall fencing are needed, and what height?",High confidence when notes mention a block or masonry fence at the property line.,TRUE
GP-171,Fencing & Gates,Fence,Pool Safety Fence,Installation of a code-compliant self-closing pool safety fence around the pool area.,linear_ft,68.0,20,60,200,pool safety fence;pool code fence;child safety fence,TRUE,TRUE,TRUE,"How many linear feet of pool safety fence are needed, and does it need to meet a specific city code?","High confidence when notes mention pool safety, code compliance, or child-safety fencing.",TRUE
GP-172,Fencing & Gates,Gate,Single Walk Gate,Supply and installation of a single pedestrian walk gate matching the adjoining fence style.,each,625.0,1,1,4,walk gate;single gate;pedestrian gate;side gate,FALSE,TRUE,FALSE,"How many walk gates are needed, and which fence style should they match?",High confidence when notes mention a walk-through or side gate.,TRUE
GP-173,Fencing & Gates,Gate,Double Drive Gate,Supply and installation of a double-panel drive gate sized for vehicle access.,each,1850.0,1,1,2,drive gate;double gate;vehicle gate;driveway gate,TRUE,TRUE,TRUE,What is the required opening width for the drive gate?,High confidence when notes mention a driveway or vehicle-access gate.,TRUE
GP-174,Fencing & Gates,Gate,Automatic Gate Opener,Installation of an automatic gate opener system with remote or keypad access.,each,2450.0,1,1,1,automatic gate;gate opener;electric gate;keypad gate,FALSE,FALSE,TRUE,Is power already available near the gate location?,"High confidence when notes mention an automatic, electric, or remote-controlled gate.",TRUE
GP-175,Fencing & Gates,Hardware,Gate Hardware Upgrade (Self-Closing/Latch),Upgrade of gate hardware to a self-closing hinge and code-compliant latch.,each,145.0,1,1,4,gate hardware;self-closing hinge;gate latch upgrade,FALSE,FALSE,FALSE,,Medium confidence; often required for pool code compliance on an existing gate.,TRUE
GP-176,Fencing & Gates,Demolition,Fence Demolition & Removal,"Removal and haul-off of an existing fence, including posts.",linear_ft,12.0,20,100,400,remove old fence;fence demo;tear out the fence;fence removal,TRUE,FALSE,TRUE,How many linear feet of existing fence need to be removed?,High confidence when notes mention removing or replacing an existing fence.,TRUE
GP-177,Decorative Features,Fireplace,Outdoor Fireplace - Masonry,Construction of a full masonry outdoor fireplace with chimney and gas or wood-burning firebox.,each,9800.0,1,1,1,outdoor fireplace;masonry fireplace;backyard fireplace,TRUE,TRUE,TRUE,"Should the fireplace be gas or wood-burning, and what size/style is preferred?",High confidence when notes specifically mention a fireplace rather than a fire pit.,TRUE
GP-178,Decorative Features,Media,Outdoor TV Nook / Media Wall,Construction of a weather-protected media wall niche designed to house an outdoor television.,each,4200.0,1,1,1,outdoor tv;media wall;tv nook;outdoor entertainment wall,TRUE,TRUE,TRUE,"What TV size should the nook be built to accommodate, and is power/cable already run nearby?",High confidence when notes mention an outdoor TV or media wall feature.,TRUE
GP-179,Decorative Features,Concrete,Decorative Concrete Overlay,Application of a thin decorative concrete overlay to refresh an existing worn concrete surface.,sqft,8.75,100,500,2000,concrete overlay;resurface the concrete;concrete refinish,TRUE,TRUE,TRUE,"How many square feet of existing concrete need a decorative overlay, and what is its current condition?",High confidence when notes mention resurfacing or refreshing existing concrete rather than a new pour.,TRUE
GP-180,Decorative Features,Art,Custom Metal Art Panel,Design and installation of a custom laser-cut metal art panel as a wall or fence accent.,each,1450.0,1,1,4,metal art;laser cut panel;decorative metal screen;art panel,TRUE,TRUE,FALSE,What size and design theme is preferred for the metal art panel?,"Medium confidence; select when notes mention custom art, a metal screen, or a decorative accent panel.",TRUE
GP-181,Decorative Features,Signage,Address/House Number Sign - Lit,Supply and installation of an illuminated custom address sign at the entry or curb.,each,385.0,1,1,1,address sign;house number sign;lit address plaque,FALSE,TRUE,TRUE,,High confidence when notes mention an address sign or house numbers as a feature.,TRUE
GP-182,Decorative Features,Border,Decorative Gravel Bed Border,"Installation of a narrow decorative gravel border strip along a wall, fence, or planting bed edge.",linear_ft,11.0,15,50,200,gravel border;decorative border strip;accent gravel edge,TRUE,TRUE,FALSE,How many linear feet of gravel border are needed?,Medium confidence; typically bundled as an accent detail with a larger rock or planting item.,TRUE
GP-183,Decorative Features,Seating,Custom Bench/Seating Feature,Construction of a custom built-in bench or seating feature using matching hardscape materials.,linear_ft,165.0,4,10,30,built-in bench;custom seating;outdoor bench,TRUE,TRUE,FALSE,How many linear feet of custom bench seating are needed?,Medium confidence; select when notes mention a built-in bench distinct from a seat wall.,TRUE
GP-184,Decorative Features,Path,Stepping Stone Path,"Installation of individual stepping stones set into a rock, mulch, or planting area to form an informal path.",each,45.0,8,20,60,stepping stones;stone path;informal walkway,FALSE,TRUE,FALSE,"How many stepping stones are needed, and roughly how long is the path?",High confidence when notes mention stepping stones specifically rather than a paved walkway.,TRUE
GP-185,Decorative Features,Planter,Planter Box - Built-In Masonry,Construction of a built-in masonry planter box matching surrounding hardscape materials.,each,625.0,1,2,6,planter box;built-in planter;masonry planter,FALSE,TRUE,FALSE,"How many planter boxes are needed, and what size?",Medium confidence; select when notes mention a built-in or raised planter feature.,TRUE
GP-186,Synthetic Landscaping,Hedge,Synthetic Boxwood Hedge Panel,Installation of artificial boxwood hedge panels mounted to a frame or existing fence for year-round greenery.,sqft,22.0,10,40,150,fake hedge;artificial boxwood;synthetic hedge panel;faux boxwood wall,TRUE,FALSE,FALSE,"How many square feet of synthetic hedge panel are needed, and what will it be mounted to?",High confidence when notes mention fake or artificial boxwood/hedge panels.,TRUE
GP-187,Synthetic Landscaping,Wall,Artificial Vine/Greenery Wall,Installation of an artificial greenery or vine wall panel system for permanent green coverage.,sqft,18.5,10,40,150,fake vine wall;artificial greenery wall;green wall;faux plant wall,TRUE,FALSE,FALSE,How many square feet of greenery wall are needed?,High confidence when notes mention a fake or artificial green wall/vine coverage.,TRUE
GP-188,Synthetic Landscaping,Putting Green,Synthetic Putting Green Cup & Flag Package,Supply and installation of a regulation cup and flag package for a synthetic putting green.,each,325.0,1,1,4,putting green cups;golf flag package;putting cup and flag,FALSE,FALSE,FALSE,How many cups/flags are needed for the putting green?,Medium confidence; typically bundled with a putting green turf installation.,TRUE
GP-189,Synthetic Landscaping,Screening,Faux Rock Cover (Utility Screening),"Installation of a lightweight faux rock enclosure to screen pool equipment, utility boxes, or wellheads.",each,285.0,1,2,6,fake rock cover;faux rock;equipment screening rock;hide the pool equipment,FALSE,TRUE,TRUE,"How many pieces of equipment need to be screened, and what are their approximate dimensions?",High confidence when notes mention hiding or screening pool/utility equipment with a rock cover.,TRUE
GP-190,Synthetic Landscaping,Fence Screening,Synthetic Ivy Fence Screening,Installation of synthetic ivy screening panels attached to an existing chain-link or view fence.,linear_ft,16.0,20,80,300,fake ivy screening;synthetic ivy fence;artificial ivy privacy,TRUE,FALSE,FALSE,How many linear feet of fence need ivy screening?,High confidence when notes mention fake ivy or synthetic screening on an existing fence.,TRUE
GP-191,Synthetic Landscaping,Topiary,Artificial Topiary Installation,Supply and installation of artificial topiary plants or spiral shrubs as an entry or accent feature.,each,195.0,1,4,12,fake topiary;artificial spiral shrub;faux topiary,FALSE,TRUE,FALSE,How many artificial topiaries are needed?,High confidence when notes mention fake or artificial topiary specifically.,TRUE
GP-192,Maintenance,Recurring,Monthly Landscape Maintenance - Standard,"Recurring monthly maintenance visit covering mowing, trimming, weeding, and basic upkeep.",month,185.0,1,12,12,monthly maintenance;lawn service;yard maintenance;landscape upkeep,FALSE,FALSE,FALSE,,High confidence when notes mention ongoing or recurring landscape maintenance.,TRUE
GP-193,Maintenance,Recurring,Monthly Landscape Maintenance - Premium,Recurring monthly maintenance visit including standard upkeep plus irrigation checks and seasonal color rotation.,month,325.0,1,12,12,premium maintenance;full service maintenance;all-inclusive yard care,FALSE,FALSE,FALSE,,Medium confidence; select when notes mention a more comprehensive or full-service maintenance plan.,TRUE
GP-194,Maintenance,Irrigation,Irrigation Seasonal Tune-Up,"Seasonal inspection and adjustment of irrigation zones, heads, and controller settings.",project,150.0,1,1,1,sprinkler tune-up;seasonal irrigation check;irrigation checkup,FALSE,FALSE,FALSE,,Medium confidence; select for a one-time irrigation check rather than full system service.,TRUE
GP-195,Maintenance,Turf,Turf Cleaning & Infill Refresh,"Deep cleaning, grooming, and infill top-off service for existing artificial turf.",sqft,0.65,300,800,2500,turf cleaning;refresh the turf;turf maintenance;turf grooming,FALSE,FALSE,FALSE,How many square feet of existing turf need cleaning/refresh service?,High confidence when notes mention cleaning or refreshing existing artificial turf.,TRUE
GP-196,Maintenance,Lighting,Landscape Lighting Bulb/Fixture Service,"Service visit to replace bulbs, adjust aim, and troubleshoot an existing landscape lighting system.",project,175.0,1,1,1,lighting service;fix the landscape lights;replace light bulbs;lighting troubleshooting,FALSE,FALSE,FALSE,,High confidence when notes describe an existing lighting system with bulbs out or fixtures malfunctioning.,TRUE
GP-197,Add-ons & Upgrades,Design,Design Consultation & 3D Rendering,Design consultation including a 3D rendering of the proposed project for client visualization.,project,650.0,1,1,1,3d rendering;design consultation;design rendering;visualize the project,FALSE,FALSE,FALSE,,Medium confidence; select when notes mention wanting to see a rendering or design plan before approval.,TRUE
GP-198,Add-ons & Upgrades,Scheduling,Expedited Project Scheduling,Priority scheduling fee to move a project ahead in the installation queue.,project,1200.0,1,1,1,rush job;expedited schedule;priority scheduling;fast track the project,FALSE,FALSE,FALSE,,"Medium confidence; select when notes mention urgency, a deadline, or wanting the project rushed.",TRUE
GP-199,Add-ons & Upgrades,Warranty,Extended Warranty Upgrade,Upgrade from the standard workmanship warranty to an extended multi-year coverage period.,project,850.0,1,1,1,extended warranty;warranty upgrade;longer warranty,FALSE,FALSE,FALSE,,Medium confidence; select when notes mention wanting additional warranty coverage.,TRUE
GP-200,Add-ons & Upgrades,Service,Post-Installation Walkthrough & Touch-Up Visit,Scheduled follow-up visit after project completion to address touch-ups and answer client questions.,project,225.0,1,1,1,final walkthrough;touch-up visit;post-installation check;follow-up visit,FALSE,FALSE,FALSE,,Low confidence as a standalone request; typically included automatically on larger projects.,TRUE
